vehicle_id,window_start,window_end,rolling_zscore_mean,rolling_zscore_max,rolling_zscore_flag,engine_rpm_z,vehicle_speed_kmh_z,coolant_temperature_C_z,throttle_position_pct_z,engine_load_pct_z,battery_voltage_z,mass_airflow_gps_z,top_signals,driving_mode,duration_seconds,isolation_score,isolation_label,anomaly_score,anomaly_flag,likely_subsystem
1,2026-06-14 00:00:00,2026-06-14 00:01:00,,,False,,,,,,,,engine_rpm: nan; vehicle_speed_kmh: nan; coolant_temperature_C: nan,city,60,-0.2319411812423116,False,,False,thermal/electrical
1,2026-06-14 00:01:00,2026-06-14 00:02:00,0.8858212892389664,0.8858212892389664,False,0.2611349074165064,2.0959456084297665,0.4941559525052831,1.7727586313404475,0.13807760180344003,1.3371221381460305,0.10155418503129106,vehicle_speed_kmh: 2.10; throttle_position_pct: 1.77; battery_voltage: 1.34,city,60,-0.23168039021014825,False,0.28443645213988,False,thermal/electrical
1,2026-06-14 00:02:00,2026-06-14 00:03:00,0.8709932629353311,1.48396154748774,False,0.8650449445855847,0.8043992544454909,1.2928787409038571,0.719731567408812,0.8051183273813148,0.7902340078613296,0.8195459979609284,coolant_temperature_C: 1.29; engine_rpm: 0.87; mass_airflow_gps: 0.82,city,60,-0.22748688841396425,False,0.2868460170056686,False,thermal/electrical
1,2026-06-14 00:03:00,2026-06-14 00:04:00,1.3196940206018455,2.891730742416793,False,1.6153758438406178,1.2424268635615137,0.972434374411256,1.2487774653348005,1.432160107583737,1.010253081013052,1.716430408467942,mass_airflow_gps: 1.72; engine_rpm: 1.62; engine_load_pct: 1.43,idle,60,-0.09785481666600537,False,0.5893221307651486,False,powertrain/fuel
1,2026-06-14 00:04:00,2026-06-14 00:05:00,0.6770956597716129,1.317729433562393,False,0.6597308854067365,0.5692707807000538,0.7797524033726569,0.716181679002991,0.6533434649446815,0.6905365713769412,0.670853833597229,coolant_temperature_C: 0.78; throttle_position_pct: 0.72; battery_voltage: 0.69,idle,60,-0.20780257837007227,False,0.26691540562947313,False,thermal/electrical
1,2026-06-14 00:05:00,2026-06-14 00:06:00,0.8136437814236075,1.6257871664014674,False,0.6740311562456024,0.8587810650907087,1.2379919157102897,0.7437067236349563,0.6892254249230646,0.8129908788412064,0.6787793055194242,coolant_temperature_C: 1.24; vehicle_speed_kmh: 0.86; battery_voltage: 0.81,idle,60,-0.20503570528441178,False,0.305285247992707,False,thermal/electrical
1,2026-06-14 00:06:00,2026-06-14 00:07:00,0.880771821737554,1.6652727083289898,False,0.8288705708890053,0.8830423692652081,1.2809710068589701,0.755145841460313,0.8208787405004798,0.7440718981192909,0.8524223250696104,coolant_temperature_C: 1.28; vehicle_speed_kmh: 0.88; mass_airflow_gps: 0.85,idle,60,-0.1961868143591926,False,0.33510666245089027,False,thermal/electrical
1,2026-06-14 00:07:00,2026-06-14 00:08:00,0.8567934511748203,1.6094945329141994,False,0.823584016474347,0.7996845215857721,1.3528042660720507,0.7266738027808161,0.7827605116254667,0.7696086507640765,0.7424383889212136,coolant_temperature_C: 1.35; engine_rpm: 0.82; vehicle_speed_kmh: 0.80,idle,60,-0.1878185730561669,False,0.3413254043659629,False,thermal/electrical
1,2026-06-14 00:08:00,2026-06-14 00:09:00,1.8189214138208818,6.625344005812968,True,2.0947939276140333,1.8286163334633352,1.6430263369159581,1.7473253116340395,1.799041944586512,1.5209563514338265,2.098689691098469,mass_airflow_gps: 2.10; engine_rpm: 2.09; vehicle_speed_kmh: 1.83,city,60,-0.0543250521242975,False,0.7785005012569679,False,powertrain/fuel
1,2026-06-14 00:09:00,2026-06-14 00:10:00,0.9038474011531401,1.8286143757976407,False,0.8638382592718632,0.8770865978459484,1.244650883033565,0.8665781510796581,0.8495057567005085,0.7442907071632073,0.880981452977231,coolant_temperature_C: 1.24; mass_airflow_gps: 0.88; vehicle_speed_kmh: 0.88,city,60,-0.21247757547395046,False,0.31706761993768995,False,thermal/electrical
1,2026-06-14 00:10:00,2026-06-14 00:11:00,0.8851250695946858,1.5691557870075765,False,0.8244275502318679,0.8229077746091339,1.271410981614405,0.8795612922840064,0.7265719809312103,0.9175295972802248,0.7534663102119527,coolant_temperature_C: 1.27; battery_voltage: 0.92; throttle_position_pct: 0.88,city,60,-0.2347658847026881,False,0.27974631378451215,False,thermal/electrical
1,2026-06-14 00:11:00,2026-06-14 00:12:00,0.8534213227383305,1.6434923576749536,False,0.7272004164144295,0.8949688304247219,1.2577695659343182,0.6650452398247263,0.89027128231327,0.7334745537773267,0.8052193704795201,coolant_temperature_C: 1.26; vehicle_speed_kmh: 0.89; engine_load_pct: 0.89,city,60,-0.24085420856419337,False,0.26286835090227817,False,thermal/electrical
1,2026-06-14 00:12:00,2026-06-14 00:13:00,0.7983759126140384,1.5800688370401996,False,0.7647195479523943,0.730242833023914,1.267411292032645,0.6811352971633104,0.6946181094236829,0.6610460555726133,0.7894582531297092,coolant_temperature_C: 1.27; mass_airflow_gps: 0.79; engine_rpm: 0.76,city,60,-0.2365810565607575,False,0.25528595596192727,False,thermal/electrical
1,2026-06-14 00:13:00,2026-06-14 00:14:00,0.8630664711093384,1.4806682565346485,False,0.8121320308492413,0.7949821788442437,1.3035481452668736,0.8389846184835131,0.7628764944611336,0.839170009199221,0.6897718206611425,coolant_temperature_C: 1.30; battery_voltage: 0.84; throttle_position_pct: 0.84,city,60,-0.24935172132609712,False,0.2528578288573647,False,thermal/electrical
1,2026-06-14 00:14:00,2026-06-14 00:15:00,1.632280614334406,4.426424971390908,True,1.941525352144425,2.0470230192846826,1.90329979089666,1.159354787884867,1.4954608309052744,1.1349009012844349,1.7443996179404981,vehicle_speed_kmh: 2.05; engine_rpm: 1.94; coolant_temperature_C: 1.90,highway,60,-0.18424395070859445,False,0.5414726243332534,False,thermal/electrical
1,2026-06-14 00:15:00,2026-06-14 00:16:00,0.7859705701484435,1.3897537179988404,False,0.7404960301502003,0.6386369686503631,1.0653314566793064,0.8874729864194343,0.7097994058416088,0.9032781972951542,0.5503609543117339,coolant_temperature_C: 1.07; battery_voltage: 0.90; throttle_position_pct: 0.89,highway,60,-0.21200160822733682,False,0.28813614607645865,False,thermal/electrical
1,2026-06-14 00:16:00,2026-06-14 00:17:00,0.878219443891436,1.6318304846836609,False,0.824037832663959,0.8276457830417296,1.2891100883289681,0.7999346085715981,0.819296681666859,0.7092916690755029,,coolant_temperature_C: 1.29; vehicle_speed_kmh: 0.83; engine_rpm: 0.82,highway,60,-0.21011513300774926,False,0.3140831822569634,False,thermal/electrical
1,2026-06-14 00:17:00,2026-06-14 00:18:00,0.8539171369185324,1.7282384137020845,False,0.7325416045100919,0.7760626718158815,1.3106442389760011,0.7458564865948911,0.7688041223090426,0.789593697305286,,coolant_temperature_C: 1.31; battery_voltage: 0.79; vehicle_speed_kmh: 0.78,highway,60,-0.21019680238920246,False,0.3078553616627454,False,thermal/electrical
1,2026-06-14 00:18:00,2026-06-14 00:19:00,0.9097456130609926,1.4827696227560614,False,0.8790581726077573,0.7451312293745999,1.315980856011863,0.9090412657718044,0.7466524332321292,0.8626097213678012,,coolant_temperature_C: 1.32; throttle_position_pct: 0.91; engine_rpm: 0.88,highway,60,-0.19234620225547616,False,0.3480092796467062,False,thermal/electrical
1,2026-06-14 00:19:00,2026-06-14 00:20:00,0.8938833002129687,1.5562656919346285,False,0.8235509846594056,0.8101048508243832,1.3736401621743295,0.8051182133964806,0.7700397143682942,0.7808458758549189,,coolant_temperature_C: 1.37; engine_rpm: 0.82; vehicle_speed_kmh: 0.81,highway,60,-0.20747620858453042,False,0.32188190353512797,False,thermal/electrical
1,2026-06-14 00:20:00,2026-06-14 00:21:00,1.5090681019168146,4.20031773430988,True,1.859537313090178,1.8121703488955807,0.8994065174804369,1.1670729869481988,1.517604387059945,1.141039146301343,2.8376633206511706,mass_airflow_gps: 2.84; engine_rpm: 1.86; vehicle_speed_kmh: 1.81,city,60,-0.009972046754279318,False,0.7655236134433658,False,powertrain/fuel
1,2026-06-14 00:21:00,2026-06-14 00:22:00,0.8422193357901937,1.4233330998475289,False,0.8674252297996838,0.8210496823125453,1.0891844192625015,0.7528365373616268,0.7614021783626439,0.7234035540779694,0.880233749354385,coolant_temperature_C: 1.09; mass_airflow_gps: 0.88; engine_rpm: 0.87,city,60,-0.25768492212387056,False,0.235423610418494,False,thermal/electrical
